title,author,genre,sex,view,recommandation_count,total_serial_num,preferred_age
끝까지달려갑니다.,진성실,게임 판타지,남자,1143,107,29 ,40
끝까지달려갑니다.,진성실,게임 판타지,남자,1143,107,29 ,40
최강고인물의게임방송,jusimina,현대판타지 게임,남자,211541,5205,0 ,20
내가게임이다,가시구루,판타지 게임,남자,2273,237,35 ,30
백화점의신,정용(正龍),현대판타지 퓨전,남자,8591,572,0 ,50
나빼고다직업있음,자잉학여,공포·미스테리,남자,16,1,1 ,10
대항해시대:디케,최은성,판타지 추리,남자,1315,222,14 ,20
폭군황제로빙의했다,오이빙수,판타지 퓨전,남자,1680,144,11 ,20
폭군황제로빙의했다,오이빙수,판타지 퓨전,남자,1680,144,11 ,20
무자비한스포츠재벌,유진창해,퓨전,남자,6,0,0 ,50
중립악마법사,어묘,퓨전 게임,남자,120,18,3 ,20
자본주의식아포칼립스생존기,다크드래건,판타지 전쟁·밀리터리,남자,49513,1369,50 ,40
좌도방주의아포칼립스생활,망량신,현대판타지 퓨전,남자,12627,513,44 ,40
미칠듯한천재셰프로재벌,펜송,현대판타지 퓨전,남자,14950,756,30 ,20
나의퇴직유랑기,봄단풍,현대판타지 로맨스,남자,1176,175,0 ,30
지구흑역사,blackink,현대판타지 퓨전,남자,7171,746,182 ,50
조선최고의살인귀와살아...,야무지,대체역사 판타지,남자,126,9,3 ,20
사상최강의대사형,무명신인,무협,남자,134,10,3 ,50
펜은칼보다강하다,mir777,판타지 퓨전,남자,401,63,17 ,30
에잇!요즘제목들은말이야,심심ㅎ,판타지 퓨전,남자,28,4,1 ,10
검은거울,한줌미소,현대판타지 퓨전,남자,848,63,16 ,30
마법같은만남을믿으세요?...,redneck,판타지 라이트노벨,남자,4045,634,30 ,10
마법같은만남을믿으세요?...,redneck,판타지 라이트노벨,남자,4045,634,30 ,10
전쟁의신나폴레옹,성실한,대체역사 전쟁·밀리터리,남자,49467,915,60 ,40
전쟁의신나폴레옹,성실한,대체역사 전쟁·밀리터리,남자,49467,915,60 ,40
무한아카이브로재벌까지,페모아,현대판타지 판타지,남자,2276,195,11 ,50
무한아카이브로재벌까지,페모아,현대판타지 판타지,남자,2276,195,11 ,50
오션판다지월드,아날로거,퓨전 SF,남자,4047,241,86 ,50
유체이탈복서,이엘라이,스포츠 SF,여자,1791,68,16 ,40
반복한다.나는몇번이고...,백련홍시,현대판타지 퓨전,여자,26,2,2 ,50
전설들이업어키운후손님,필력제로,현대판타지 퓨전,남자,3201,130,20 ,20
전설들이업어키운후손님,필력제로,현대판타지 퓨전,남자,3201,130,20 ,20
나와계약해서불사자가되...,아파르,판타지 라이트노벨,남자,1520,114,27 ,20
라면능력자,서걱서걱,판타지 현대판타지,남자,120,4,8 ,20
괴수들이침략해왔다,해토신,퓨전 판타지,남자,47,7,3 ,20
도깨비와계약한천재게이머,레케안,게임 현대판타지,남자,24849,1362,59 ,20
치킨을남기면세계가멸망...,홍삼정,현대판타지 퓨전,남자,365,64,11 ,20
아카데미학생에빙의함,서움,퓨전,남자,19160,718,54 ,10
던전에서안나가,브왕가,현대판타지 퓨전,남자,30690,604,101 ,50
스마트페이쓰는마법사,해상왕,현대판타지 퓨전,남자,0,0,0 ,10
인사하는살인자,이태소,추리 공포·미스테리,남자,355,100,15 ,30
리라이트마이스타,아스테리즘,판타지 공포·미스테리,남자,432,71,20 ,30
게임속S급마스터,서월량,판타지 퓨전,남자,8828,205,87 ,20
깡패국가조선,그랜드파파,대체역사,남자,1415082,34046,154 ,40
저세상하이텐션,김H,일반소설 드라마,남자,2110,132,33 ,40
야만족의왕이되다,박호단,판타지,남자,2235,156,14 ,50
기레기와함께하는연예계...,피제이,현대판타지,남자,2102801,86661,202 ,30
드래곤으로회귀,하얀소금,퓨전 현대판타지,남자,15649,620,43 ,20
용사님약드실시간입니다,양파랑,판타지 퓨전,남자,312961,15578,176 ,20
바람의왕국:슐레이만,최필립.,대체역사,남자,30257,890,155 ,40
말세에서두번살다,화남이,판타지,남자,3522,162,54 ,40
김철수(30)대마법사,염소짜르,현대판타지 판타지,남자,131,12,4 ,30
마음이가는대로(현판),앗싸이다,현대판타지,남자,916401,16654,172 ,50
시체를보는사나이,공한,공포·미스테리 추리,남자,12406,1224,1 ,50
배틀로얄차이나-중국의군...,지구작가,대체역사 전쟁·밀리터리,남자,570640,18625,128 ,40
시체를보는사나이,공한,공포·미스테리 추리,남자,12406,1224,1 ,50
웹소설충은회빙환없어도...,유월은준,판타지 퓨전,남자,951,104,16 ,20
고통받는이세계학장님,ATA,퓨전 판타지,남자,80451,3348,49 ,20
개나소나빙의자,모타,로맨스 판타지,남자,133,14,11 ,20
내아이돌의꽃길을위해,아냐시스,판타지 현대판타지,여자,300948,14842,147 ,20
내아이돌의꽃길을위해,아냐시스,판타지 현대판타지,여자,300948,14842,147 ,20
주인공은유아독존(부제:월...,묭이따,무협 판타지,남자,5253,267,38 ,50
블리자드스톰(blizzardst...,반고르,퓨전 판타지,남자,676,91,20 ,50
카라멜로용병단,쩐82,전쟁·밀리터리 SF,남자,3054,294,64 ,40
게임속성기사로엔딩도전,엘시드,퓨전 판타지,남자,34668,1705,103 ,30
게임속성기사로엔딩도전,엘시드,퓨전 판타지,남자,34668,1705,103 ,30
아카데미가귀환자를숨김,김꾸룽꼬룡,현대판타지 퓨전,남자,776103,23793,113 ,20
귀환후버스기사!,신입초짜,현대판타지,남자,74229,1847,27 ,40
2040노예가된킬러들,파이브고,추리 현대판타지,여자,3,0,0 ,30
조선무림의원허춘,큐시리즈,무협 대체역사,남자,718,65,0 ,40
이물사냥꾼,회한필,판타지,남자,2046,155,62 ,20
기적이찾아왔습니다,광대인삼,현대판타지 로맨스,남자,27111,720,263 ,50
기적이찾아왔습니다,광대인삼,현대판타지 로맨스,남자,27111,720,263 ,50
마인환생,부교주.,무협,남자,885735,19944,172 ,50
마피아게임-위시그랜터,하지연,현대판타지 판타지,남자,634,64,47 ,20
페이스오프[부제얼굴도둑],Coolgirl,현대판타지 공포·미스테리,여자,85,6,5 ,30
이차원서바이벌,도깹,판타지 현대판타지,남자,11475,562,31 ,40
멸망할세계의신이되었다,세옵,판타지 퓨전,남자,17767,621,60 ,10
멸망할세계의신이되었다,세옵,판타지 퓨전,남자,17767,621,60 ,10
서브남주가파업하면생기...,숙임,판타지 퓨전,여자,1345872,80559,141 ,20
주식으로대마법사,0백,판타지 퓨전,남자,7210,344,35 ,40
평범한서점이라고하기엔...,달달해달달,현대판타지 퓨전,남자,3234,284,32 ,40
드래곤슬래이어는너무나...,쇼핀,퓨전 판타지,남자,717,63,13 ,40
새선조실록-조선제국기,JF.초대박,대체역사 퓨전,남자,68,0,0 ,40
나혼자만룬사용자,외롭다이아,판타지 퓨전,남자,3975,251,25 ,50
나이,tpfuqtpf..,드라마,남자,225,23,12 ,20
서자의마법은전무후무합니다,애플씨,판타지 퓨전,남자,2177,118,21 ,40
신나는아포칼립스생활,은손형제,현대판타지 공포·미스테리,남자,9830,528,34 ,40
용통역가,용트럭,판타지 현대판타지,남자,473,48,0 ,30
용통역가,용트럭,판타지 현대판타지,남자,473,48,0 ,30
괴물을위한올바른지침서,k3501_ns..,판타지,남자,145,17,6 ,20
아드리아연대기:푸른눈...,머르,판타지,남자,5537,268,46 ,50
삼선세계-뒤바뀐생,량량파,판타지,남자,1094,109,42 ,30
노인과우주외-SF단편선,자유사랑,SF 일반소설,남자,475,16,24 ,50
나팔꽃,꾸실,판타지 전쟁·밀리터리,남자,62132,4422,43 ,20
나약한신의이야기,호백(狐白),판타지 퓨전,남자,21,2,2 ,10
우리차르님이달라졌어요,킹틸라갓겜,대체역사 전쟁·밀리터리,남자,780,63,5 ,20
동화에감금되었습니다.,friederi..,현대판타지 로맨스,남자,62,8,8 ,40
절벽끝에서뛰는심장,어떤들,로맨스 일반소설,남자,723,242,28 ,30
절벽끝에서뛰는심장,어떤들,로맨스 일반소설,남자,723,242,28 ,30
이거x된거같은데나만이...,ksm0518,공포·미스테리,남자,235,12,9 ,10
주인공이망나니백작가의...,이극화,판타지,남자,209,22,4 ,10
신천검주,모몽募夢,무협 중·단편,남자,1272,50,0 ,50
구미호는사람이되는것보...,lovepej,판타지 로맨스,여자,17,1,2 ,40
바티칸에메시아납셨네,김미습,현대판타지 퓨전,남자,32311,1327,54 ,20
바티칸에메시아납셨네,김미습,현대판타지 퓨전,남자,32311,1327,54 ,20
퍼플시티,레트로박스,SF 현대판타지,남자,191,16,8 ,30
최면마술의올바른사용법,만렙비버,현대판타지 퓨전,남자,28,2,1 ,10
망나니가엄청강함,짬타이거9,판타지,남자,4091,169,27 ,30
소리능력자윤백정,뉴히터,현대판타지 공포·미스테리,남자,13994,748,72 ,50
다중세계카타스트로피,SCRD,판타지 SF,남자,535,16,37 ,10
영생설계도,김진(金鎭),퓨전 현대판타지,남자,3614,318,70 ,50
역천세,mike472,무협 판타지,남자,85,12,1 ,30
역천세,mike472,무협 판타지,남자,85,12,1 ,30
FFF급타살헌터,MwMNekO,판타지,남자,965,83,13 ,10
BJ트래저헌터,개리칼라일,현대판타지 퓨전,남자,72,0,2 ,20
흑야괴요담,괴인h,무협,남자,17047,301,24 ,50
lawes,infinite..,팬픽·패러디 드라마,남자,273,28,29 ,30
lawes,infinite..,팬픽·패러디 드라마,남자,273,28,29 ,30
고대어!마법사입니다,시샘달,판타지 퓨전,남자,21701,1095,77 ,30
딸이성검뽑아서용사복...,ophion,퓨전 판타지,남자,18770,1602,98 ,10
내가죽어소금에절여지기...,필성필성필,대체역사,남자,111084,3598,172 ,40
데이즈브레이크(Daysbreak),반그림자,현대판타지 추리,남자,7904,1941,44 ,10
데리브전기-이세계남매,karmi,판타지 퓨전,남자,2881,196,79 ,40
100년만에돌아온SSS급...,양복선,판타지 현대판타지,남자,19973,621,29 ,20
대천사프랑시포테,bangbaef..,SF 현대판타지,여자,367,34,22 ,50
사자계마왕(使者界魔王),도원영,무협 퓨전,남자,60022,1072,139 ,50
미지근한관계,니모준모,로맨스 판타지,남자,12,0,2 ,10
이세계갓물주생활,fictioni..,판타지 퓨전,남자,103,0,0 ,40
유령들의축제,김세희,공포·미스테리 추리,남자,23,0,1 ,10
인류최후의마도사는회귀...,혼돈의적자,퓨전 SF,남자,667,74,8 ,20
인류최후의마도사는회귀...,혼돈의적자,퓨전 SF,남자,667,74,8 ,20
대머리남캐가되었습니다,마루c,판타지 게임,남자,49885,1895,112 ,30
이세계조난기,Holo,판타지 라이트노벨,남자,3090,233,0 ,30
이세계조난기,Holo,판타지 라이트노벨,남자,3090,233,0 ,30
살기위해노력한다,기피요,현대판타지 판타지,남자,7721,400,101 ,10
꼰대를사랑한그녀,공한,로맨스 현대판타지,남자,7485,988,137 ,50
초기화후에영웅까지,330b,현대판타지 퓨전,남자,1638,123,32 ,20
해성관,타략,판타지 현대판타지,남자,107,14,6 ,20
재앙을부르는사랑,jseoyeon..,로맨스 판타지,여자,12,0,4 ,10
불량품의반란,박히트,판타지 퓨전,남자,110,10,5 ,20
카르네의꿈,헤지슼카,판타지 드라마,남자,832,95,82 ,20
환생중개인,한희주,드라마 판타지,여자,37,6,4 ,30
RE:MAKER,현구s,드라마 게임,남자,87,13,4 ,10
고졸순경이경찰청장되기,해황,현대판타지 퓨전,남자,868085,24647,219 ,40
전능한손(almightyhands),반달호,현대판타지 퓨전,남자,864,75,6 ,50
F급헌터지만천마는천마다.,Ame바,현대판타지 퓨전,남자,199884,4078,181 ,40
철인의유랑생활,넘어,판타지,남자,67,4,10 ,10
SSS급몬스터헌터되다,aktjdwn1..,판타지 무협,남자,144,8,5 ,10
조작된기억,히로인인생,라이트노벨 로맨스,남자,4,0,1 ,10
조작된기억,히로인인생,라이트노벨 로맨스,남자,4,0,1 ,10
카르마크로니클,해밀하,현대판타지 판타지,여자,109,10,9 ,20
빛의연과그림자아이들,연하양,판타지 퓨전,여자,137,12,8 ,20
빛의연과그림자아이들,연하양,판타지 퓨전,여자,137,12,8 ,20
종말에서맞이하는해피앤딩,초이스o,판타지 퓨전,남자,497,20,9 ,30
종말에서맞이하는해피앤딩,초이스o,판타지 퓨전,남자,497,20,9 ,30
대하오문,일오,무협,남자,314500,5706,116 ,50
세기의악당이되는법,은화동,판타지 현대판타지,남자,619,93,17 ,20
사룡왕,성청,퓨전 판타지,남자,497,20,9 ,30
아이언즈-내팔다리는기...,핀달릴,판타지 퓨전,남자,899,75,23 ,40
다재다능아기방송,23월,현대판타지,남자,478908,21264,200 ,30
미움받을용사,BigFish,현대판타지 판타지,남자,10871,794,57 ,20
마음의고리,pololi01..,라이트노벨 드라마,남자,34,5,4 ,30
칼은들었지만검사는아니야,히로인인생,현대판타지 판타지,여자,12,0,2 ,10
환생했는데시인이라뇨?,필로소피92,판타지 라이트노벨,남자,577,66,15 ,20
차원용병,아시르,퓨전 판타지,남자,918,145,23 ,30
차원용병,아시르,퓨전 판타지,남자,918,145,23 ,30
득템!신들의고물상,양피드,현대판타지 판타지,남자,336956,10713,68 ,40
신아피엔랑:피의분쟁,시엔아루,판타지,남자,355,30,32 ,20
히든옵션으로세계최강,목영,현대판타지 판타지,남자,189,19,5 ,40
궁예의왕좌지재(王佐之材),국백휴,대체역사 판타지,남자,15304,667,32 ,30
신화의현대적해석,자리비움,현대판타지 판타지,남자,5864,370,44 ,20
무사들의도시,靑蛙(청와),현대판타지 대체역사,남자,1498,139,25 ,50
환담(幻談)영속(永續),환담쟁이,퓨전 로맨스,남자,6022,372,103 ,50
소설속에들어가서회귀했...,옥에서독식,퓨전 판타지,남자,276,25,1 ,20
이건마법인가,머냥머,판타지 퓨전,남자,2005,223,18 ,30
난신을죽일것이다.,월천만원,현대판타지 판타지,남자,35,8,2 ,20
소라단의대마법사,방랑자J,판타지 퓨전,남자,12509,878,43 ,50
소라단의대마법사,방랑자J,판타지 퓨전,남자,12509,878,43 ,50
INVESTIGATOR,조세비,현대판타지 일반소설,남자,20583,1691,53 ,50
30년전발행된쿠폰으로...,마치고,게임 판타지,남자,5511,203,0 ,40
킬링앤젤,꾸드붕,판타지,남자,726,116,32 ,20
이스포츠매니저2020,모던위자드,스포츠 현대판타지,남자,592574,18658,168 ,30
기사는두번산다,춘디,판타지 퓨전,남자,49,14,3 ,10
야누스의별,chamok74,판타지 현대판타지,남자,13,0,3 ,40
세계수로각성했다,강석주,퓨전,남자,5382,417,18 ,20
안전가옥(SafeHouse),누수,공포·미스테리 SF,남자,673,68,30 ,30
시골영지의용사냥꾼,윤별,판타지 퓨전,남자,470,35,7 ,30
게임캐릭터로이세계,탱글탱글,퓨전 판타지,남자,12,0,1 ,20
가짜가족.부제연쇄살인...,남도전,추리 공포·미스테리,여자,454,90,0 ,30
전생특전사,하얀스,판타지 퓨전,남자,80,15,2 ,30
너에게전해주고픈이야기...,카엘루야,로맨스 드라마,여자,4,0,1 ,50
부서지는톱니바퀴,물먹는잡초,현대판타지 게임,여자,349,101,20 ,20
부서지는톱니바퀴,물먹는잡초,현대판타지 게임,여자,349,101,20 ,20
이승과저승사이에서,121cm,현대판타지 퓨전,남자,1097,93,53 ,40
F급소년은복수를꿈꾼다.,분투t,판타지,남자,57,9,3 ,10
전생체험해보시겠습니까?,이야기의힘,퓨전 판타지,남자,381836,21211,152 ,20
묵시록의4기사라이프!!!!,로우펄스,현대판타지 라이트노벨,남자,3815,191,78 ,20
귀사의시간,우봉이,판타지 현대판타지,여자,245,35,15 ,30
[개미전쟁]라슈람,파렌시아,판타지 퓨전,남자,4746,574,58 ,30
우퍼:충간소동,스네이프,드라마 현대판타지,남자,5194,733,36 ,20
S급헌터심리학자되다,이긘,현대판타지,남자,458,30,11 ,20
이세계에심판을!,hannah94,로맨스 판타지,남자,85,17,9 ,20
구름위를걷는사나이,loess,판타지,남자,726,83,22 ,30
계연성제로의연금술사,이글용가리,판타지,남자,194,20,7 ,20
공포게임속서자가되었다,살인고래,퓨전 판타지,남자,67,2,2 ,20
마지막게임!,먼치킨잼,현대판타지 SF,남자,24,5,2 ,20
오로라프로젝트,지쟁이,현대판타지 퓨전,남자,10285,141,58 ,50
저배우놈이뭔가이상하다...,오월인연,판타지 현대판타지,남자,8663,576,80 ,40
쿠란:잊혀진자들,語吝完子,판타지 퓨전,남자,18,0,0 ,40
항시칼을들거라,gkstmdgh..,판타지 공포·미스테리,남자,1,0,0 ,30
빛의맹그로브,훤월,판타지 퓨전,여자,93,13,5 ,30
라인하트자작가차남의회귀,류버들,판타지,남자,2396729,55490,139 ,30
다시쓰는이계의역사,겜주,판타지 퓨전,남자,1,0,0 ,30
내가심판하리라,linsnipe..,현대판타지 드라마,남자,7,0,2 ,10
내가심판하리라,linsnipe..,현대판타지 드라마,남자,7,0,2 ,10
반도체재벌집서자,kimtoggi,SF 퓨전,남자,10280,282,22 ,50
소설속의소설속으로들...,현사하,현대판타지 퓨전,남자,164,9,6 ,10
중대장은너희에게실망하...,반타블랙,현대판타지 전쟁·밀리터리,남자,8386,507,27 ,40
COVA:NewGeneration진...,글노가다,현대판타지 퓨전,남자,8830,375,52 ,30
미궁에서살아가는법,fleag,퓨전,남자,3891,345,26 ,20
이수신의취업난중일기,토람,판타지 현대판타지,남자,261,31,8 ,20
Resistance(저항군),어소페,판타지,남자,438,51,30 ,20
리치의음습한아카데미회...,밤나물,판타지,남자,41,2,1 ,10
방랑변호사고혁두,로도스로,현대판타지 추리,남자,14465,537,57 ,50
절정의능력자,prinsilk,현대판타지 무협,남자,19985,568,68 ,50
먼치킨중대의신병이되었...,취미가소설,판타지 퓨전,남자,2592,164,18 ,30
던전가이드,블루헤븐,현대판타지 판타지,남자,5193,348,49 ,40
동자귀신키우기,글노루,현대판타지 판타지,남자,7,0,1 ,40
미래에서온나는마음대로...,스나퍼,현대판타지 판타지,남자,980489,26893,38 ,40
무왕도(武王道),해피루,무협,남자,237,12,3 ,50
이별대행서비스블라인드...,winterki..,로맨스 일반소설,남자,67,6,6 ,20
기계학팔라딘,Siago,현대판타지 판타지,남자,9253,480,44 ,40
사수취상(捨琇取霜),어가빙,무협,남자,136294,2801,124 ,50
최초업적으로먼치킨!,돈술담,현대판타지 게임,남자,49285,1496,65 ,40
황당한이야기,여행공감,현대판타지 추리,남자,711,79,30 ,50
하...형이형했네,마억두팀장,현대판타지 판타지,남자,572,13,13 ,20
커넥터(Connector):헌터...,duddlsdl,퓨전 판타지,남자,132,18,7 ,50
슬기찬,유지어터,현대판타지 SF,남자,7,0,0 ,40
인공지능공장이되었다,쓸생,현대판타지 퓨전,남자,30403,1577,28 ,40
F급의슬기로운복수생활,정익현,현대판타지 퓨전,남자,1582,125,16 ,50
무녀와수호령,술뫼도사,판타지,남자,3232,510,44 ,50
원소대륙아르피아-아이...,MGMG,판타지 퓨전,남자,74,11,4 ,20
회귀자슬레이어,테라코타,현대판타지 퓨전,남자,812,84,21 ,20
망나니는결말까지달린다,발람,현대판타지 퓨전,여자,20,2,2 ,20
군주만들기,농사꾼여울,판타지 퓨전,남자,518,57,22 ,20
망나니는결말까지달린다,발람,현대판타지 퓨전,여자,20,2,2 ,20
오버킬,패스트,판타지,남자,832,101,16 ,30
일더하기일은이,우헤헽,판타지 퓨전,남자,56,5,4 ,20
도깨비뿔났다,허수문,퓨전 판타지,남자,2731,163,44 ,20
지옥행버스기사,락의지존,현대판타지,남자,2212,353,10 ,10
환상적인창세기록,주황공룡알,판타지,남자,1038,15,78 ,40
백가괴협,아엠그루트,무협 공포·미스테리,남자,83,11,4 ,20
헌터시대의공무원,구름맛양갱,현대판타지 판타지,남자,798512,27296,156 ,40
저승사자가승진을하는방법,원썸,판타지 퓨전,여자,86,0,5 ,30
빙의무림,애매한인생,무협 퓨전,남자,3093,168,25 ,20
한눈에반한헌터,임향조,현대판타지 로맨스,남자,1759,176,18 ,40
웨폰마스터의귀환,Moosick,현대판타지,남자,806,59,10 ,20
목숨이무한이라도강해야...,길운,현대판타지 게임,남자,821,85,9 ,30
무한의소환사,SlowWrit..,게임 판타지,남자,53679,2017,176 ,20
방랑열차라인캐터필러,Aurvandi..,라이트노벨 판타지,남자,15127,1129,166 ,30
플레이어가고인무림,탬인,무협 퓨전,남자,618069,12102,81 ,40
개미죽이기,골든마리모,공포·미스테리 판타지,남자,52,7,4 ,30
그래도재벌사위로살겠다,라플라타,현대판타지 퓨전,남자,510831,9121,65 ,40
나의세계,pinkwhal..,로맨스,여자,47,5,9 ,20
현대히어로검사!,Ledoardo,라이트노벨,남자,62,11,3 ,40
산타클로스로시작하는헌...,김킴,현대판타지 아동소설·동화,남자,83,11,4 ,20
서울블루스,했네했어,현대판타지 퓨전,남자,561,108,10 ,30
서울블루스,했네했어,현대판타지 퓨전,남자,561,108,10 ,30
이번생은목수로힐링방...,미스터마네,게임 현대판타지,남자,9366,349,77 ,20
일곱개의봉인,꿈의파랑새,판타지 현대판타지,남자,564,15,56 ,50
판타지전장에서살아남는법,하우프,판타지 전쟁·밀리터리,남자,5402,215,25 ,40
본도르가문의어둠,헤엄치는곰,판타지 퓨전,남자,422,26,1 ,20
로그라이크던전에서탈출했다,잇꽃,퓨전 판타지,남자,199263,10318,1 ,20
미래가별로라슬픔,태하씨,현대판타지 SF,남자,56,5,6 ,20
거벽,라프라프,현대판타지 판타지,남자,130,16,6 ,40
안녕하세요!팀저승사잡니다!,이종근,현대판타지 드라마,남자,237,53,9 ,40
화법사,치킨카레,판타지,남자,19,1,2 ,20
창조적인네크로멘서,dreamyda..,현대판타지,남자,6688,291,30 ,40
창조적인네크로멘서,dreamyda..,현대판타지,남자,6688,291,30 ,40
우주를구해라,일점구,판타지 현대판타지,남자,869,65,44 ,30
도플갱어의F랭크헌터생활,Ahhaha,현대판타지 판타지,남자,1728,188,18 ,50
오브칼론의공주,Pillow,판타지 라이트노벨,남자,323,15,15 ,30
한반도의일본침공,화랑무도,현대판타지 전쟁·밀리터리,남자,48372,636,60 ,50
차갑고차가운어느밤,caron70,판타지,남자,222,16,24 ,20
신이내린힘사제,나하르 아카데미 작가,판타지 퓨전,남자,2928,339,24 ,20
마녀의소환수,하얀종e,판타지 일반소설,남자,1207,215,20 ,30
일인지하만인지상,듀얼won,일반소설 드라마,남자,5037,85,30 ,50
중세판타지침략하기,이과충,판타지 퓨전,남자,213212,9847,41 ,30
중세판타지침략하기,이과충,판타지 퓨전,남자,213212,9847,41 ,30
최강초능력자세상을구...,라비엘,현대판타지 판타지,남자,14718,683,80 ,30
끝,진진호,판타지,남자,61,4,4 ,20
최강초능력자세상을구...,라비엘,현대판타지 판타지,남자,14718,683,80 ,30
귀신이원하는것,Holo,현대판타지 공포·미스테리,남자,281,58,11 ,30
안하무인,듀얼won,일반소설 드라마,남자,2020,16,30 ,50
소팔봉씨의황당한면접평가,종로할매,일반소설 퓨전,남자,11171,1229,40 ,50
고인물은개인주의야,Write형제,퓨전 판타지,남자,15715,441,69 ,20
열등용사의용사체험기,윤백수,판타지 퓨전,남자,41,1,4 ,20
열등용사의용사체험기,윤백수,판타지 퓨전,남자,41,1,4 ,20
해골은오늘도강해집니다,hEGoal,퓨전 판타지,남자,6464,476,41 ,20
유실물찾아드립니다,문승원,로맨스 현대판타지,여자,89,9,5 ,20
마도공학,정한솔,판타지 퓨전,남자,233,14,4 ,40
어떤힐러의히든엔딩공략기,Arisol,현대판타지 판타지,남자,20732,1336,51 ,20
역적의검,우정한,판타지 퓨전,남자,6,0,1 ,20
푸른하늘에가린진실,듀얼won,무협 드라마,남자,1189,36,30 ,50
뇌검심조,킹독,현대판타지,남자,0,0,0 ,50
나이트성녀,라이풀럽,현대판타지 퓨전,남자,3356,511,45 ,40
나이트성녀,라이풀럽,현대판타지 퓨전,남자,3356,511,45 ,40
세이브포인트,듀얼won,게임 드라마,남자,464,15,15 ,40
표절(剽竊)세계의원작자,가롯달,퓨전 판타지,남자,587,64,19 ,20
잠든세상의여명,Pillow,게임 라이트노벨,남자,1406,168,56 ,30
무주택자무신론자무연고...,수레손,일반소설,남자,19275,359,76 ,50
내방에포탈이열렸다,jleeadam,현대판타지 퓨전,남자,9614,720,29 ,50
대(학원)마법사,크리스피,현대판타지,남자,19,2,3 ,20
대(학원)마법사,크리스피,현대판타지,남자,19,2,3 ,20
낙오된자,연안어귀,판타지 퓨전,남자,4,0,0 ,20
이세계테마파크,미소늑대,퓨전 판타지,남자,14682,675,116 ,40
푸른눈의백안,하르페디엠,판타지 로맨스,남자,141,26,6 ,20
유니콘을사랑한소녀,lmml88,판타지 로맨스,남자,31,3,2 ,30
유니콘을사랑한소녀,lmml88,판타지 로맨스,남자,31,3,2 ,30
내목걸이에고인물이산다,페더,판타지 퓨전,남자,1086,87,15 ,30
회귀로제주요리재벌,금쪽,현대판타지 퓨전,남자,103679,5295,100 ,50
여자랭커로살아남는법,승혁구른댜,게임 판타지,남자,898,93,16 ,20
만들어진영혼,petertim..,SF,남자,1155,123,30 ,20
나혼자강화100%,용병,게임 현대판타지,남자,45907,1089,17 ,40
지상최악의영웅,새나글,현대판타지 판타지,남자,108,8,3 ,20
너의경호원은사실신화급,tbxod4,현대판타지,남자,5339,241,29 ,50
혼자만의세계나는홀로...,jjjrks,현대판타지 판타지,남자,18,1,3 ,20
감옥섬의주인,또리안,현대판타지 판타지,남자,150,16,6 ,30
하루에3번씩상태창을외쳤다,게임광시대,퓨전 판타지,남자,183,10,6 ,50
오방신의아이들,이단비,판타지 로맨스,여자,205,16,20 ,20
멸망에대비하는네가지방법,컵라면소년,현대판타지 판타지,남자,2147,127,30 ,40
결혼식사회보다가만난동...,장마.,로맨스 드라마,남자,18879,427,30 ,40
황제의개를줍기로했다.,쓰다A,로맨스 판타지,여자,242,20,32 ,20
에테른에브리라레:영원한...,작가현,판타지,남자,3747,657,58 ,30
찢고죽인다!,규현규,판타지,남자,806,86,19 ,20
슬라임격투술사,이순방,판타지,남자,586,82,25 ,20
소설속주연이되었다,연유미,판타지 퓨전,남자,131,25,3 ,20
로맨싱스톤,루시다문,로맨스 판타지,같음,9,0,1 ,20
괴몽실업고등학교,진(進),현대판타지 판타지,남자,2795,218,30 ,40
괴몽실업고등학교,진(進),현대판타지 판타지,남자,2795,218,30 ,40
게임같은세상의무공고수,스와치,현대판타지 판타지,남자,1870,93,28 ,50
나는꿈에갇혀있었다,덕쑨,로맨스 판타지,여자,12,3,2 ,20
닫힌문너머에서응시,명의현,현대판타지 판타지,남자,0,0,0 ,40
미완성로그인,서정혁0511,판타지 현대판타지,남자,130,27,9 ,30
토끼를잡아라,뫅토,판타지,남자,8044,531,53 ,30
운명의아이,지죤짱지환,판타지 무협,여자,441,46,4 ,20
아포칼립스판타지,리자드킹,판타지 게임,남자,5528,252,15 ,40
권능의맛,오래디,판타지 현대판타지,남자,113,17,4 ,50
아포칼립스판타지,리자드킹,판타지 게임,남자,5528,252,15 ,40
은하의꼬리,joo1122,SF 전쟁·밀리터리,남자,146,18,6 ,10
착하게살겠습니다,구스트,현대판타지 판타지,남자,11487,495,40 ,50
복수하려다회귀해버렸다.,금쇠,현대판타지 퓨전,남자,69,9,5 ,50
복수하려다회귀해버렸다.,금쇠,현대판타지 퓨전,남자,69,9,5 ,50
굿모닝아포칼립스,슬라빅,현대판타지 퓨전,남자,30698,1048,31 ,40
나는오늘영웅이된다.,C.Y,판타지,남자,4,1,0 ,40
내이름은집들.탐정이지.,일밤,게임 현대판타지,남자,8,0,1 ,30
MAYDAY!!언성히어로,가라미송,현대판타지,남자,8815,393,74 ,50
용제신화(龍帝神話),여여랑,판타지 무협,남자,4433,166,127 ,50
용제신화(龍帝神話),여여랑,판타지 무협,남자,4433,166,127 ,50
투신아포칼립스정복기,널향달,현대판타지 무협,남자,28563,2683,170 ,40
1111년만에풀려난마왕님,찬냥,판타지 퓨전,남자,1696,152,22 ,20
